serieComp,Orden,Operacion,Descripcion,serieEquipo,TrabajoCotizado,TrabajoReal,OSMadre
JSM00421,505900149207,530,tta maestranza - garantia,10039907,4773.0,0.0,505900149200
JSM00421,505900149207,550,MUESTRA DE ACEITE X 06,10039907,196.0,0.0,505900149200
JSM00458,505900475001,530,ARRIENDO DE GRUA 80 TONELADAS COT.:22101,10039920,0.0,12.0,505900475000
JSM00134,505900479001,40,SOLPED MSHOP OS/496801 RECUP HOUSING,10039831,0.0,2.0,505900479000
JSM00188,505900896001,520,GRANALLADO CARTER (ZAHIR) OS 50590089600,10039853,0.0,10.5,505900896000
JSM00173,505900913101,540,GRANALLADO CARTER (ZAHIR)OS 505900913101,10039840,0.0,3.0,505900913100
LAJ00471,505900916401,900,horas externas,10040631,0.0,7.0,505900916400
SSP00142,505900947701,680,Horas externas,10051768,0.0,65.9,505900947700
AMA00221,505900957001,360,horas externas,10033320,0.0,84.0,505900957000
LAJ00263,505900958001,690,Horas externas,10040613,0.0,106.5,505900958000
JSM00181,505900958701,740,Horas externas,10039846,0.0,52.5,505900958700
JSM00181,505900958702,550,horas extras,10039846,0.0,51.0,505900958700
A9999999,505900975401,690,horas extras,99999999,0.0,10.5,505900975400
JSM00442,505901018301,600,Horas externas,10039914,0.0,133.82,505901018300
JSM00442,505901018302,500,horas externas,10039914,0.0,31.5,505901018300
JSM00419,505901019501,610,Horas externas,10039905,0.0,101.22,505901019500
JSM00431,505901019901,630,Horas externas,10039912,0.0,79.02,505901019900
JSM00471,505901020001,580,Horas externas,10039931,0.0,124.32,505901020000
JSM00234,505901025501,560,Horas externas,10039858,0.0,71.82,505901025500
T4Y00153,505901026001,340,Horas externa 330,10054339,0.0,73.92,505901026000
LAJ00263,505901033501,680,Horas externas,10040613,0.0,86.32,505901033500
JSM00471,505901020002,450,horas externas,10039931,0.0,10.5,505901020000
7PZ01695,505901035801,670,Horas externas,10063148,0.0,71.82,505901035800
7PZ01695,505901035801,710,HORAS EXTERNAS,10063148,0.0,63.0,505901035800
JSM00431,505901019902,430,horas externas,10039912,0.0,32.8,505901019900
JSM00419,505901019502,430,horas externas,10039905,0.0,10.5,505901019500
JSM00234,505901025502,420,HORAS EXTERNAS,10039858,0.0,63.0,505901025500
A9999999,505901053701,530,Horas externas,99999999,0.0,71.82,505901053700
A9999999,505901059401,570,HORAS EXTERNAS,99999999,0.0,42.0,505901059400
A9999999,505901059402,440,HORAS EXTERNAS,99999999,0.0,42.0,505901059400
SSP00934,505901068201,600,Horas externas,10052055,0.0,71.82,505901068200
A9999999,505901070001,510,Horas externas,99999999,0.0,71.82,505901070000
LAJ00618,505901085201,610,Horas externas,10040642,0.0,71.82,505901085200
LAJ00169,505901109401,660,Horas externas,10040575,0.0,88.1,505901109400
LAJ00175,505900078901,10,LAVAR MOTOR,10040581,1.0,0.0,505900078900
LAJ00175,505900078901,20,DESARMAR MOTOR,10040581,80.0,89.5,505900078900
LAJ00175,505900078901,30,DESARMAR MECANISMO DE VALVULAS,10040581,18.0,19.0,505900078900
LAJ00175,505900078901,40,DESARMAR BANCO DE CULATAS,10040581,36.0,41.5,505900078900
LAJ00175,505900078901,50,DESARMAR CULATA ARMADA (TODO INCL),10040581,38.0,42.0,505900078900
LAJ00175,505900078901,60,DESARMAR GRUPO CAMISA/PISTON/BIELA,10040581,31.0,31.0,505900078900
LAJ00175,505900078901,70,DESARMARCAJA ENGRANAJES DISTRIBUC FRONT,10040581,15.0,16.0,505900078900
LAJ00175,505900078901,80,DESARMAR CAJA ENGRANAJES DISTRIBUC REAR,10040581,15.0,15.5,505900078900
LAJ00175,505900078901,90,DESARMAR TURBOALIMENTADOR,10040581,15.0,16.0,505900078900
LAJ00175,505900078901,100,DESARMAR SISTEMA ELECTRICO,10040581,8.0,9.0,505900078900
LAJ00175,505900078901,110,DESARMAR ALTERNADOR,10040581,2.0,3.0,505900078900
LAJ00175,505900078901,120,DESARMAR BOMBA DE AGUA,10040581,2.0,2.0,505900078900
LAJ00175,505900078901,130,DESARMAR BBA AGUA AFTERCOOLER,10040581,2.0,2.0,505900078900
LAJ00175,505900078901,140,DESARMAR BBA DE ACEITE MOTOR,10040581,2.0,2.0,505900078900
LAJ00175,505900078901,150,DESARMAR BBA.BARRIDO ACEITE MOTOR,10040581,2.0,2.0,505900078900
LAJ00175,505900078901,160,DESARMAR BBA.TRANSFERENCIA COMBUST,10040581,2.0,2.0,505900078900
LAJ00175,505900078901,170,DESARMAR BBA DE ALTA DE COMBUSTIBLE,10040581,3.0,3.0,505900078900
LAJ00175,505900078901,180,DESARMAR COMPRESOR DE AIRE,10040581,5.0,4.0,505900078900
LAJ00175,505900078901,190,DESARMAR CARTER ACEITE MOTOR,10040581,8.0,8.0,505900078900
LAJ00175,505900078901,200,DESARMAR ENFRIADOR DE ACEITE,10040581,24.0,24.5,505900078900
LAJ00175,505900078901,210,DESARMAR BLOCK DE MOTOR,10040581,30.0,33.5,505900078900
LAJ00175,505900078901,220,INSPECCIONAR PERNO(S),10040581,18.0,18.0,505900078900
LAJ00175,505900078901,230,PRUEBAS HIDRAULICAS CULATAS,10040581,12.0,12.0,505900078900
LAJ00175,505900078901,240,END,10040581,40.0,44.5,505900078900
LAJ00175,505900078901,250,ARMAR BLOCK DE MOTOR,10040581,20.0,42.0,505900078900
LAJ00175,505900078901,260,ARMAR CARTER ACEITE MOTOR,10040581,15.0,23.5,505900078900
LAJ00175,505900078901,270,ARMAR ENFRIADOR DE ACEITE,10040581,15.0,18.0,505900078900
LAJ00175,505900078901,280,ARMAR BOMBA DE AGUA,10040581,2.0,1.5,505900078900
LAJ00175,505900078901,290,ARMAR BOMBA AGUA AFTERCOOLER,10040581,2.0,2.5,505900078900
LAJ00175,505900078901,300,ARMAR BOMBA DE ACEITE MOTOR,10040581,2.0,3.0,505900078900
LAJ00175,505900078901,310,ARMAR BBA.BARRIDO ACEITE MOTOR,10040581,2.0,3.0,505900078900
LAJ00175,505900078901,320,ARMAR BBA.TRANSFERENCIA COMBUST,10040581,2.0,3.0,505900078900
LAJ00175,505900078901,330,ARMAR BBA DE ALTA DE COMBUSTIBLE,10040581,3.0,4.0,505900078900
LAJ00175,505900078901,340,ARMAR COMPRESOR DE AIRE,10040581,5.0,4.5,505900078900
LAJ00175,505900078901,350,ARMAR TURBOALIMENTADOR,10040581,15.0,16.0,505900078900
LAJ00175,505900078901,360,ARMAR SISTEMA ELECTRICO,10040581,8.0,18.5,505900078900
LAJ00175,505900078901,370,ARMAR ALTERNADOR,10040581,2.0,4.0,505900078900
LAJ00175,505900078901,380,ARMAR CAJA ENGRANAJES DISTRIBUC FRONT,10040581,15.0,17.0,505900078900
LAJ00175,505900078901,390,arMAR CAJA ENGRANAJES DISTRIBUC REAR,10040581,15.0,16.0,505900078900
LAJ00175,505900078901,400,ARMAR GRUPO CAMISA/PISTON/BIELA,10040581,24.0,24.0,505900078900
LAJ00175,505900078901,410,ARMAR CULATA ARMADA (TODO INCL),10040581,35.0,36.0,505900078900
LAJ00175,505900078901,420,ARMAR BANCO DE CULATAS,10040581,25.0,36.5,505900078900
LAJ00175,505900078901,430,ARMAR MECANISMO DE VALVULAS,10040581,15.0,22.5,505900078900
LAJ00175,505900078901,440,ARMAR BLOCK ARMADO(SHORT-BLOCK),10040581,45.0,63.0,505900078900
LAJ00175,505900078901,450,ARMAR BLOCK ARMADO (LONG-BLOCK),10040581,65.0,67.5,505900078900
LAJ00175,505900078901,460,ARMAR MOTOR,10040581,130.0,138.5,505900078900
LAJ00175,505900078901,470,PRUEBA DINAMOMETRICA MOTOR,10040581,30.0,44.0,505900078900
LAJ00175,505900078901,480,PINTAR MOTOR,10040581,2.0,0.0,505900078900
LAJ00175,505900078901,500,TTAS MAESTRANZA,10040581,255.8,0.0,505900078900
LAJ00175,505900078901,510,MUESTRAS DE ACEITE X 03,10040581,1.5,0.0,505900078900
A9999999,505900080901,10,LAVAR MOTOR,99999999,1.0,6.0,505900080900
A9999999,505900080901,20,DESARMAR ENGINE,99999999,59.0,75.5,505900080900
A9999999,505900080901,30,REPASO DE HILOS MOTOR,99999999,14.0,12.0,505900080900
A9999999,505900080901,40,RECONDITION GRUPO CAMISA/PISTON/BIELA,99999999,30.0,37.0,505900080900
A9999999,505900080901,50,RECONDITION TURBOALIMENTADOR,99999999,10.0,22.0,505900080900
A9999999,505900080901,60,RECONDITION ALTERNATOR,99999999,4.0,4.0,505900080900
A9999999,505900080901,70,RECONDITION COMPRESOR DEL A/C,99999999,1.0,0.5,505900080900
A9999999,505900080901,80,RECONDITION MOTOR DE PARTIDA,99999999,4.0,3.0,505900080900
A9999999,505900080901,90,REACONDICIONAR BOMBA DE AGUA,99999999,3.0,4.0,505900080900
A9999999,505900080901,100,RECONDITION BBA DE AGUA AFTERCOOLER,99999999,3.0,4.0,505900080900
A9999999,505900080901,110,RECONDITION BBA DE ACEITE,99999999,3.0,3.5,505900080900
A9999999,505900080901,120,RECONDITION BBA BARRIDO ACEITE,99999999,3.0,3.0,505900080900
A9999999,505900080901,130,RECONDITION BBA TRANSFERENCIA COMBUSTIBL,99999999,2.0,2.0,505900080900
A9999999,505900080901,140,REACONDICIONAR COMPRENSOR DE AIRE,99999999,5.0,5.0,505900080900
A9999999,505900080901,150,END MOTOR,99999999,20.0,20.0,505900080900
A9999999,505900080901,160,END OTROS COMPONENTES MOTOR,99999999,12.0,13.0,505900080900
A9999999,505900080901,170,REACONDICIONAR MANDO VENTILADOR,99999999,8.0,8.25,505900080900
A9999999,505900080901,180,REACONDICIONAR CULATA ARMADA (TODO INCL),99999999,40.0,58.0,505900080900
A9999999,505900080901,190,REACONDICIONAR INTERCAMBIADOR DE CALOR,99999999,20.0,22.5,505900080900
A9999999,505900080901,200,REACONDICIONAR SISTEMA ELECTRICO,99999999,2.0,5.0,505900080900
A9999999,505900080901,210,REACONDICIONAR TUBERIAS/MANGUERAS REFRIG,99999999,16.0,30.0,505900080900
A9999999,505900080901,220,RECONDITION MECANISMO DE VALVULAS,99999999,22.0,23.5,505900080900
A9999999,505900080901,230,RECONDITION BLOCK DE MOTOR,99999999,22.0,62.0,505900080900
A9999999,505900080901,240,LAVAR BLOCK DE MOTOR,99999999,5.0,5.0,505900080900
A9999999,505900080901,250,PULIDO LEVAS Y CIGUEÑAL,99999999,10.0,12.5,505900080900
A9999999,505900080901,260,RECONDITION CARTER ACEITE MOTOR,99999999,4.0,6.5,505900080900
A9999999,505900080901,270,REACONDICIONAR MULTIPLE DE AGUA,99999999,18.0,21.5,505900080900
A9999999,505900080901,280,REACONDICIONAR CAJA ENGRANAJE DELANTERO,99999999,20.0,22.0,505900080900
A9999999,505900080901,290,REACONDICIONAR CAJA ENGRANAJE TRASERO,99999999,14.0,15.5,505900080900
A9999999,505900080901,300,DESARMAR Y ARMAR  BANCO DE CULATAS,99999999,28.0,42.0,505900080900
A9999999,505900080901,310,INSPECCIONAR PERNOS,99999999,16.0,16.0,505900080900
A9999999,505900080901,320,ARMAR MOTOR,99999999,122.0,168.5,505900080900
A9999999,505900080901,330,PRUEBA DINAMOMETRICA MOTOR,99999999,21.0,21.0,505900080900
A9999999,505900080901,340,AJUSTAR PUENTE DE VALVULAS,99999999,6.0,0.0,505900080900
A9999999,505900080901,350,PINTAR MOTOR,99999999,2.0,0.0,505900080900
A9999999,505900080901,410,DEVOLUCION Y SOLICITUD,99999999,0.0,10.5,505900080900
A9999999,505900080901,420,MANGUERAS SOLICITADAS X OSCAR,99999999,0.0,5.5,505900080900
A9999999,505900080901,430,TTA MAESTRANZA,99999999,291.3,0.0,505900080900
A9999999,505900088701,10,ARMAR GEAR PUMP,99999999,16.0,0.0,505900088700
A9999999,505900088701,20,DESARMAR Y EVALUAR GEAR PUMP,99999999,14.0,0.0,505900088700
A9999999,505900088701,30,DESARMAR Y EVALUAR ENGINE DELANTERO,99999999,80.0,91.0,505900088700
A9999999,505900088701,40,DESARMAR Y EVALUAR BLOCK DE MOTOR DELANT,99999999,14.0,30.0,505900088700
A9999999,505900088701,50,ARMAR ENGINE TRASERO,99999999,130.0,161.0,505900088700
A9999999,505900088701,60,ARMAR ENGINE DELANTERO,99999999,130.0,199.5,505900088700
A9999999,505900088701,70,DESARMAR Y EVALUAR ENGINE TRASERO,99999999,80.0,88.5,505900088700
A9999999,505900088701,80,REACONDICIONAR ACOPLE,99999999,38.0,3.0,505900088700
A9999999,505900088701,90,DESARMAR Y EVALUAR BLOCK DE MOTOR TRASER,99999999,14.0,33.5,505900088700
A9999999,505900088701,100,DESARMAR Y EVALUAR FLEXIBLE COUPLING,99999999,20.0,51.0,505900088700
A9999999,505900088701,110,RECONDITION TIMING GEAR HOUSING DELANTER,99999999,14.0,34.75,505900088700
A9999999,505900088701,120,RECONDITION ENFRIADORES MOTOR DELANTERO,99999999,6.0,35.0,505900088700
A9999999,505900088701,130,RECONDITION TIMING GEAR HOUSING TRASERO,99999999,16.0,41.25,505900088700
A9999999,505900088701,140,RECONDITION CYLINDER HEAD ASSEMBLY TRASE,99999999,35.0,39.0,505900088700
A9999999,505900088701,150,RECONDITION CYLINDER HEAD ASSEMBLY DELAN,99999999,35.0,49.5,505900088700
A9999999,505900088701,160,RECONDITION ENGINE OIL SCAVENGE PUMP TRA,99999999,2.0,2.0,505900088700
A9999999,505900088701,170,RECONDITION ENFRIADORES MOTOR DELANTER,99999999,4.0,37.75,505900088700
A9999999,505900088701,180,RECONDITION PISTON Y BIELA DELANTERO,99999999,14.0,23.75,505900088700
A9999999,505900088701,190,RECONDITION PISTON Y BIELA TRASERO,99999999,14.0,11.0,505900088700
A9999999,505900088701,200,PAINT ENGINE,99999999,4.0,0.0,505900088700
A9999999,505900088701,210,RECONDITION ENGINE OIL SCAVENGE PUMP DEL,99999999,2.0,2.0,505900088700
A9999999,505900088701,220,RECONDITION WATER PUMP,99999999,3.0,2.0,505900088700
A9999999,505900088701,230,RECONDITION AFTERCOOLER WATER PUMP,99999999,3.0,7.5,505900088700
A9999999,505900088701,240,DYNAMOMETER TEST ENGINE,99999999,16.0,21.0,505900088700
A9999999,505900088701,250,WASH ENGINE,99999999,2.4,0.0,505900088700
A9999999,505900088701,260,RECONDITION FUEL TRANSFER PUMP DELANTERO,99999999,2.0,4.0,505900088700
A9999999,505900088701,270,RECONDITION FUEL TRANSFER PUMP TRASERO,99999999,2.0,4.0,505900088700
A9999999,505900088701,280,RECONDITION ENGINE OIL PUMP DELANTERO,99999999,2.0,4.75,505900088700
A9999999,505900088701,290,RECONDITION ENGINE OIL PUMP TRASERO,99999999,2.0,4.0,505900088700
A9999999,505900088701,300,RECONDITION BANCO DE CULATAS TRASERO,99999999,24.0,28.0,505900088700
A9999999,505900088701,310,RECONDITION HEAT EXCHANGER TRASERO,99999999,30.0,13.25,505900088700
A9999999,505900088701,320,RECONDITION BANCO DE CULATAS DELANTERO,99999999,24.0,32.5,505900088700
A9999999,505900088701,330,RECONDITION HEAT EXCHANGER DELANTERO,99999999,30.0,19.0,505900088700
A9999999,505900088701,340,INSPECT PERNOS TRASERO,99999999,12.0,17.75,505900088700
A9999999,505900088701,350,INSPECT PERNOS DELANTERO,99999999,12.0,12.5,505900088700
A9999999,505900088701,360,RECONDITION ACCESSORY DRIVE PRIMARIO,99999999,30.0,44.0,505900088700
A9999999,505900088701,370,DESARMAR Y EVALUAR ELECTRIC SYSTEM DELAN,99999999,10.0,16.5,505900088700
A9999999,505900088701,380,DESARMAR Y EVALUAR ELECTRIC SYSTEM TRASE,99999999,10.0,13.0,505900088700
A9999999,505900088701,390,CONECTAR ENGINE,99999999,50.0,100.0,505900088700
A9999999,505900088701,400,Separar ENGINE,99999999,70.0,16.5,505900088700
A9999999,505900088701,410,MOVER COMPONENTE(S),99999999,1.0,0.0,505900088700
A9999999,505900088701,420,INSTALAR ENGINE BASE NORMAL,99999999,1.0,0.0,505900088700
A9999999,505900088701,430,CRACK/LEAK TEST ENGINE DELANTERO,99999999,25.0,25.0,505900088700
A9999999,505900088701,440,CRACK/LEAK TEST ENGINE TRASERO,99999999,25.0,34.5,505900088700
A9999999,505900088701,450,ARMAR ENGINE,99999999,100.0,0.0,505900088700
A9999999,505900088701,460,RECONDITION TIMING GEAR HOUSING DELANTER,99999999,14.0,14.0,505900088700
A9999999,505900088701,470,RECONDITION TIMING GEAR HOUSING TRASERO,99999999,16.0,16.0,505900088700
A9999999,505900088701,490,REACONDICIONAR ALTERNADOR,99999999,7.2,7.0,505900088700
A9999999,505900088701,500,REACONDICIONAR TURBOALIMENTADOR FRONT,99999999,4.8,5.75,505900088700
A9999999,505900088701,510,REACONDICIONAR TURBOALIMENTADOR REAR,99999999,4.8,7.0,505900088700
A9999999,505900088701,520,REACONDICIONAR COMPRESOR DEL A/C,99999999,1.2,1.0,505900088700
A9999999,505900088701,530,REACONDICIONAR COMPRESOR DE AIRE,99999999,2.4,7.5,505900088700
A9999999,505900088701,540,REACONDICIONAR BBA.BARRIDO ACEITE MO FR,99999999,2.4,2.0,505900088700
A9999999,505900088701,550,REACONDICIONAR BBA.BARRIDO ACEITE MO RE,99999999,2.4,2.0,505900088700
A9999999,505900088701,580,REACONDIONAR CULATAS FRONT,99999999,0.0,20.0,505900088700
A9999999,505900088701,590,REACONDICIONAR MEC VALVULAS FRONT,99999999,0.0,10.5,505900088700
A9999999,505900088701,600,REACONDICIONAR ENFRIADORES REAR,99999999,0.0,30.5,505900088700
A9999999,505900088701,620,REACONDICIONAR MEC VALVULAS REAR,99999999,0.0,10.0,505900088700
A9999999,505900088701,630,REACONDICIONAR CULATAS REAR,99999999,0.0,10.0,505900088700
A9999999,505900088701,640,REACONDITIONAR BLOCK TRASERO,99999999,0.0,25.75,505900088700
A9999999,505900088701,650,REACONDITION BLOCK DELANTERO,99999999,0.0,25.75,505900088700
A9999999,505900088701,690,TTA MAESTRANZA,99999999,673.0,0.0,505900088700
A9999999,505900088701,700,MUESTRAS DE ACEITE,99999999,3.0,0.0,505900088700
A9999999,505900088701,710,INSUMOS REPARACION DE COMPONENTE,99999999,61.0,0.0,505900088700
ATY00893,505900111401,10,WASH ENGINE,10033615,1.0,0.0,505900111400
ATY00893,505900111401,20,DESARMAR ENGINE,10033615,59.0,59.0,505900111400
ATY00893,505900111401,30,REPASO DE HILOS ENGINE,10033615,14.0,14.0,505900111400
ATY00893,505900111401,40,RECONDITION GRUPO CAMISA/PISTON/BIELA,10033615,30.0,32.0,505900111400
ATY00893,505900111401,50,RECONDITION TURBOCHARGER,10033615,10.0,12.0,505900111400
ATY00893,505900111401,60,RECONDITION ALTERNATOR,10033615,4.0,5.0,505900111400
ATY00893,505900111401,70,RECONDITION COMPRESOR DEL A/C,10033615,1.0,1.0,505900111400
ATY00893,505900111401,80,RECONDITION ELECTRIC STARTING MOTOR,10033615,4.0,5.25,505900111400
ATY00893,505900111401,90,RECONDITION WATER PUMP,10033615,3.0,4.0,505900111400
ATY00893,505900111401,100,RECONDITION AFTERCOOLER WATER PUMP,10033615,3.0,4.0,505900111400
ATY00893,505900111401,110,RECONDITION ENGINE OIL PUMP,10033615,3.0,4.0,505900111400
ATY00893,505900111401,120,RECONDITION ENGINE OIL SCAVENGE PUMP,10033615,3.0,22.5,505900111400
ATY00893,505900111401,130,RECONDITION FUEL TRANSFER PUMP,10033615,2.0,3.0,505900111400
ATY00893,505900111401,140,RECONDITION AIR COMPRESSOR,10033615,5.0,3.5,505900111400
ATY00893,505900111401,150,CRACK/LEAK TEST ENGINE,10033615,24.5,24.5,505900111400
ATY00893,505900111401,160,CRACK/LEAK TEST OTROS COMPONENTES MOTOR,10033615,12.0,14.0,505900111400
ATY00893,505900111401,170,RECONDITION FAN DRIVE,10033615,8.0,9.0,505900111400
ATY00893,505900111401,180,RECONDITION CYLINDER HEAD ASSEMBLY,10033615,40.0,43.5,505900111400
ATY00893,505900111401,190,RECONDITION HEAT EXCHANGER,10033615,20.0,23.0,505900111400
ATY00893,505900111401,200,RECONDITION ELECTRIC SYSTEM,10033615,2.0,2.0,505900111400
ATY00893,505900111401,210,RECONDITION COOLANT HOSE/LINES,10033615,16.0,12.0,505900111400
ATY00893,505900111401,220,RECONDITION MECANISMO DE VALVULAS,10033615,22.0,25.0,505900111400
ATY00893,505900111401,230,RECONDITION BLOCK DE MOTOR,10033615,22.0,22.0,505900111400
ATY00893,505900111401,240,WASH BLOCK DE MOTOR,10033615,5.0,5.0,505900111400
ATY00893,505900111401,250,PULIDO CRANKSHAFT,10033615,10.0,30.0,505900111400
ATY00893,505900111401,260,RECONDITION CARTER ACEITE MOTOR,10033615,4.0,5.0,505900111400
ATY00893,505900111401,270,REACONDITION WATER MANIFOLD,10033615,18.0,20.0,505900111400
ATY00893,505900111401,280,RECONDITION TIMING GEAR HOUSING DELANTER,10033615,20.0,20.0,505900111400
ATY00893,505900111401,290,RECONDITION TIMING GEAR HOUSING TRASERO,10033615,14.0,16.0,505900111400
ATY00893,505900111401,300,DISASSEMBLE & ASSEMBLE BANCO DE CULATAS,10033615,28.0,37.0,505900111400
ATY00893,505900111401,310,INSPECT PERNOS,10033615,16.0,16.0,505900111400
ATY00893,505900111401,320,ARMAR ENGINE,10033615,122.0,207.0,505900111400
ATY00893,505900111401,330,DYNAMOMETER TEST ENGINE,10033615,21.0,21.0,505900111400
ATY00893,505900111401,340,ADJUST PUENTE DE VALVULAS,10033615,6.0,10.5,505900111400
ATY00893,505900111401,350,PAINT ENGINE,10033615,2.0,0.0,505900111400
ATY00893,505900111401,360,REACONDICIONAR ENFRIADORES,10033615,0.0,9.0,505900111400
ATY00893,505900111401,390,TTA MAESTRANZA,10033615,334.6,0.0,505900111400
A9999999,505900127201,10,LAVAR MOTOR,99999999,1.0,0.0,505900127200
A9999999,505900127201,20,DESARMAR MOTOR,99999999,59.0,73.0,505900127200
A9999999,505900127201,30,REPASAR HILOS MOTOR,99999999,14.0,14.0,505900127200
A9999999,505900127201,40,REACONDICIONAR GRUPO CAMISA/PISTON/BIELA,99999999,30.0,32.0,505900127200
A9999999,505900127201,50,REACONDICIONAR TURBOALIMENTADOR,99999999,10.0,5.0,505900127200
A9999999,505900127201,60,REACONDICIONAR ALTERNADOR,99999999,4.0,2.0,505900127200
A9999999,505900127201,70,REACONDICIONAR COMPRESOR DEL A/C,99999999,1.0,1.0,505900127200
A9999999,505900127201,80,REACONDICIONAR MOTOR DE PARTIDA,99999999,4.0,2.0,505900127200
A9999999,505900127201,90,REACONDICIONAR BOMBA DE AGUA,99999999,3.0,4.5,505900127200
A9999999,505900127201,100,REACONDICIONAR BOMBA AGUA AFTERCOOLER,99999999,3.0,4.5,505900127200
A9999999,505900127201,110,REACONDICIONAR BOMBA DE ACEITE MOTOR,99999999,3.0,3.5,505900127200
A9999999,505900127201,120,REACONDICIONAR BBA.BARRIDO ACEITE MOTOR,99999999,3.0,3.5,505900127200
A9999999,505900127201,130,REACONDICIONAR BBA.TRANSFERENCIA COMBUST,99999999,2.0,2.5,505900127200
A9999999,505900127201,140,REACONDICIONAR COMPRESOR DE AIRE,99999999,5.0,6.5,505900127200
A9999999,505900127201,150,END MOTOR,99999999,24.5,24.5,505900127200
A9999999,505900127201,160,END OTROS COMPONENTES,99999999,12.0,14.0,505900127200
A9999999,505900127201,170,REACONDICIONAR MANDO VENTILADOR,99999999,8.0,8.0,505900127200
A9999999,505900127201,180,REACONDICIONAR CULATA ARMADA (TODO INCL),99999999,40.0,63.0,505900127200
A9999999,505900127201,190,REACONDICIONAR INTERCAMBIADOR DE CALOR,99999999,20.0,28.5,505900127200
A9999999,505900127201,200,REACONDICIONAR SISTEMA ELECTRICO,99999999,2.0,2.0,505900127200
A9999999,505900127201,210,REACONDICIONAR TUBERIAS/MANGUERAS REFRIG,99999999,16.0,18.0,505900127200
A9999999,505900127201,220,REACONDICIONAR MECANISMO DE VALVULAS,99999999,22.0,23.0,505900127200
A9999999,505900127201,230,REACONDICIONAR BLOCK DE MOTOR,99999999,22.0,27.0,505900127200
A9999999,505900127201,240,LAVADO COMPONENTES BLOCK DE MOTOR,99999999,5.0,10.5,505900127200
A9999999,505900127201,250,PULIR LEVAS Y CIGÜEÑAL,99999999,10.0,10.0,505900127200
A9999999,505900127201,260,EACONDICIONAR CARTER ACEITE MOTOR,99999999,4.0,1.0,505900127200
A9999999,505900127201,270,REACONDICIONAR MULTIPLE DE AGUA,99999999,18.0,23.0,505900127200
A9999999,505900127201,280,REACONDICIONAR CAJA ENGRANAJES DIST.DEL,99999999,20.0,42.5,505900127200
A9999999,505900127201,290,REACONDICIONAR CAJA ENGRANAJES DIST.TRAS,99999999,14.0,18.5,505900127200
A9999999,505900127201,300,ARMAR BANCO DE CULATAS,99999999,28.0,26.0,505900127200
A9999999,505900127201,310,INSPECCIONAR PERNO(S),99999999,16.0,27.5,505900127200
A9999999,505900127201,320,ARMAR MOTOR,99999999,122.0,159.0,505900127200
A9999999,505900127201,330,PRUEBA DINAMOMETRICA MOTOR,99999999,21.0,31.5,505900127200
A9999999,505900127201,340,AJUSTAR PUENTE DE VALVULAS,99999999,6.0,0.0,505900127200
A9999999,505900127201,350,PINTAR MOTOR,99999999,2.0,0.0,505900127200
A9999999,505900127201,380,REGULARIZACION SOLICITADA X LUIS CONTRER,99999999,0.0,5.0,505900127200
A9999999,505900127201,460,TTA MAESTRANZA,99999999,261.0,0.0,505900127200
A9999999,505900127201,470,MUESTRAS DE ACEITE,99999999,1.5,0.0,505900127200
A9999999,505900127201,480,INSUMOS REPARACION DE COMPONENTE,99999999,28.5,0.0,505900127200
AGC02107,505900139901,10,WASH  MOTOR,10033245,1.0,15.0,505900139900
AGC02107,505900139901,20,DESARMAR MOTOR,10033245,40.0,43.0,505900139900
AGC02107,505900139901,30,REPASO DE HILOS MOTOR,10033245,14.0,18.0,505900139900
AGC02107,505900139901,40,RECONDITION GRUPO CAMISA/PISTON/BIELA,10033245,18.0,28.5,505900139900
AGC02107,505900139901,50,RECONDITION TURBOCARGADOR,10033245,5.0,7.5,505900139900
AGC02107,505900139901,60,RECONDITION ALTERNATOR,10033245,4.0,6.5,505900139900
AGC02107,505900139901,70,RECONDITION COMPRESOR DEL A/C,10033245,1.0,2.0,505900139900
AGC02107,505900139901,80,RECONDITION MOTOR DE PARTIDO/aRRANQUE,10033245,4.0,7.0,505900139900
AGC02107,505900139901,90,RECONDITION BBA DE AGUA,10033245,3.0,6.0,505900139900
AGC02107,505900139901,100,RECONDITION BBA DE AGUA AFTERCOOLER,10033245,3.0,4.0,505900139900
AGC02107,505900139901,110,RECONDITION BBA DE ACEITE,10033245,3.0,5.25,505900139900
AGC02107,505900139901,120,RECONDITION BBA BARRIDO ACEITE DE MOTOR,10033245,3.0,8.5,505900139900
AGC02107,505900139901,130,RECONDITION BBA DE TRANSFERENCIA,10033245,2.0,3.0,505900139900
AGC02107,505900139901,140,RECONDITION COMPRENSOR DE AIRE,10033245,5.0,7.0,505900139900
AGC02107,505900139901,150,END MOTOR,10033245,14.0,14.0,505900139900
AGC02107,505900139901,160,END COMPONENTES MOTOR,10033245,8.0,8.0,505900139900
AGC02107,505900139901,170,RECONDITION MANDO VENTILADOR,10033245,8.0,12.0,505900139900
AGC02107,505900139901,180,RECONDITION CULATAS,10033245,20.0,25.0,505900139900
AGC02107,505900139901,190,RECONDITION INTERCAMBIADOR DE CALOR,10033245,14.0,24.0,505900139900
AGC02107,505900139901,200,RECONDITION SISTEMA ELECTRICO,10033245,2.0,4.75,505900139900
AGC02107,505900139901,210,RECONDITION TUBERIAS/MANGUERAS REFRIG,10033245,12.0,12.0,505900139900
AGC02107,505900139901,220,RECONDITION MECANISMO DE VALVULAS,10033245,18.0,23.0,505900139900
