Serial;Number;or;Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes
0;;FDB 20R-6115;;;;;;;
;;;;;;;;;
Part;No.;Qty;Type;SMCS;Part Name;Group No.;Group Name;Note;
5P-8210;2;1201;SEAL-O-RING;383-4251;COVER GP-CYLINDER BLOCK -FRONT, LH;CCR BLK;;;
272-0759;16;1201;SEAL;394-3354;COVER GP-CYLINDER BLOCK;CCR BLK;;;
9X-8872;64;1201;BOLT-LOCKING (3/8-16X0.875-IN);394-3354;COVER GP-CYLINDER BLOCK;CCR BLK;;;
225-3227;1;1201;FILM-WARNING (HOT SURFACE);394-3354;COVER GP-CYLINDER BLOCK;CCR BLK;;;
7N-4945;1;1201;GASKET;451-8361;COVER GP-CYLINDER BLOCK -FRONT, RH;CCR BLK;;;
7N-4945;1;1201;GASKET;451-8362;COVER GP-CYLINDER BLOCK -REAR, LH;CCR BLK;;;
7N-4945;1;1201;GASKET;451-8363;COVER GP-CYLINDER BLOCK -FRONT, LH;CCR BLK;;;
228-7090;1;1201;SEAL-O-RING;451-8363;COVER GP-CYLINDER BLOCK -FRONT, LH;CCR BLK;;;
1W-4954;1;1157;GASKET-COVER (FLYWHEEL HOUSING);452-8570;COVER GP-FLYWHEEL HOUSING;CCR DRIST;;;
4B-8407;1;1157;GASKET-COPPER (FLYWHEEL HOUSING);452-8570;COVER GP-FLYWHEEL HOUSING;CCR DRIST;;;
7N-4320;2;1157;GASKET;452-8570;COVER GP-FLYWHEEL HOUSING;CCR DRIST;;;
9L-2662;1;1157;GASKET;452-8570;COVER GP-FLYWHEEL HOUSING;CCR DRIST;;;
234-8937;1;1157;SEAL-INTEGRAL;452-8570;COVER GP-FLYWHEEL HOUSING;CCR DRIST;;;
2J-6274;1;1157;SEAL-O-RING;452-8570;COVER GP-FLYWHEEL HOUSING;CCR DRIST;;;
8N-9885;1;1162;GASKET-COVER;463-9582;COVER GP-FRONT HOUSING -LH SIDE;CCR DRIST;;;
235-3546;1;1162;SEAL-O-RING;491-6244;COVER GP-FRONT HOUSING -UPPER, RH;CCR DRIST;;;
259-4598;1;1162;SEAL-O-RING;491-6244;COVER GP-FRONT HOUSING -UPPER, RH;CCR DRIST;;;
5P-0840;1;1162;SEAL-O-RING;491-6244;COVER GP-FRONT HOUSING -UPPER, RH;CCR DRIST;;;
6V-3348;1;1162;SEAL-O-RING;491-6244;COVER GP-FRONT HOUSING -UPPER, RH;CCR DRIST;;;
272-0760;2;1107;SEAL-VALVE COVER;394-8039;COVER GP-VALVE MECHANISM;CCR M&B;;;
240-7957;2;1107;FILM-WARNING (DO NOT OPERATE, READ OMM, INTL);452-5661;COVER GP-VALVE MECHANISM;CCR M&B;;;
269-0196;4;1107;FILM-WARNING (HOT SURFACE);452-5661;COVER GP-VALVE MECHANISM;CCR M&B;;;
272-0760;14;1107;SEAL-VALVE COVER;452-5661;COVER GP-VALVE MECHANISM;CCR M&B;;;
151-9263;2;1205;WASHER (10.35X16X2-MM THK);171-4571;DAMPER GP;CCR DRIST;;;
3V-2431;48;1205;WASHER (10.2X16X2-MM THK);171-4571;DAMPER GP;CCR DRIST;;;
4D-0449;1;1205;SEAL-O-RING;171-4571;DAMPER GP;CCR DRIST;;;
6V-7991;1;1205;SEAL-O-RING;171-4571;DAMPER GP;CCR DRIST;;;
420-8780;1;1205;KIT-DAMPER;171-4571;DAMPER GP;CCR DRIST;;;
132-3071;1;1207;SEAL;368-2936;DRIVE GP-ACCESSORY;CCR DRIST;;;
235-2484;1;1207;SEAL-LIP TYPE;368-2936;DRIVE GP-ACCESSORY;CCR DRIST;;;
367-2821;1;1207;SEAL-WEAR SLEEVE;368-2936;DRIVE GP-ACCESSORY;CCR DRIST;;;
547-2367;1;1207;SEAL-WEAR SLEEVE;368-2936;DRIVE GP-ACCESSORY;CCR DRIST;;;
0L-1143;4;1207;BOLT (3/8-16X2.5-IN);368-2936;DRIVE GP-ACCESSORY;CCR DRIST;;;
9X-7371;1;1207;SEAL-O-RING;368-2936;DRIVE GP-ACCESSORY;CCR DRIST;;;
5R-7136;4;1207;WASHER-SEALING;368-2936;DRIVE GP-ACCESSORY;CCR DRIST;;;
7N-7539;2;1207;WASHER-THRUST;368-2088;DRIVE GP-ACCESSORY -UPPER, RH;CCR DRIST;;;
235-3546;1;1207;SEAL-O-RING;368-2088;DRIVE GP-ACCESSORY -UPPER, RH;CCR DRIST;;;
127-5400;2;1207;BUSHING;368-2088;DRIVE GP-ACCESSORY -UPPER, RH;CCR DRIST;;;
367-2821;1;1207;SEAL-WEAR SLEEVE;368-2088;DRIVE GP-ACCESSORY -UPPER, RH;CCR DRIST;;;
259-4598;1;1207;SEAL-O-RING;368-2088;DRIVE GP-ACCESSORY -UPPER, RH;CCR DRIST;;;
5P-0840;1;1207;SEAL-O-RING;368-2088;DRIVE GP-ACCESSORY -UPPER, RH;CCR DRIST;;;
6V-3348;1;1207;SEAL-O-RING;368-2088;DRIVE GP-ACCESSORY -UPPER, RH;CCR DRIST;;;
1V-6341;2;1207;SEAL;387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
2K-7471;1;1207;LOCKNUT (1-14-THD);387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
5R-7137;4;1207;WASHER-SEALING;387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
7N-3006;2;1207;WASHER-THRUST;387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
109-5721;1;1207;SEAL (DIRT);387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
315-0741;2;1207;WASHER-THRUST;387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
315-1409;1;1207;BUSHING;387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
137-8298;1;1207;BUSHING;387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
102-6299;1;1207;BUSHING;387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
259-4598;1;1207;SEAL-O-RING;387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
109-5724;1;1207;SEAL AS (LIP TYPE);387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
3D-0490;4;1207;STUD-TAPERLOCK (1/2-13X1.97-IN);387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
3F-5792;1;1207;SEAL-O-RING;387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
5P-8245;9;1207;WASHER-HARD (13.5X25.5X3-MM THK);387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
5P-8247;3;1207;WASHER-HARD (17X32X3.5-MM THK);387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
109-5722;1;1207;SEAL-LIP TYPE;387-2879;DRIVE GP-ACCESSORY -LOWER, FLYWHEEL HOUSING;CCR DRIST;;;
5L-5840;1;1207;WASHER (9.25X16.92X1.83-MM THK);317-5902;DRIVE GP-AUXILIARY -LOWER, LH;CCR DRIST;;;
6V-0405;2;1207;SEAL-BONDED;317-5902;DRIVE GP-AUXILIARY -LOWER, LH;CCR DRIST;;;
7C-3258;1;1207;WASHER AS-THRUST;317-5902;DRIVE GP-AUXILIARY -LOWER, LH;CCR DRIST;;;
127-5400;2;1207;BUSHING;317-5902;DRIVE GP-AUXILIARY -LOWER, LH;CCR DRIST;;;
7N-5246;2;1207;WASHER-THRUST;317-5902;DRIVE GP-AUXILIARY -LOWER, LH;CCR DRIST;;;
115-0591;1;1207;BUSHING;317-5902;DRIVE GP-AUXILIARY -LOWER, LH;CCR DRIST;;;
140-9597;1;1207;BUSHING;317-5902;DRIVE GP-AUXILIARY -LOWER, LH;CCR DRIST;;;
235-3546;1;1207;SEAL-O-RING;317-5902;DRIVE GP-AUXILIARY -LOWER, LH;CCR DRIST;;;
5P-0840;1;1207;SEAL-O-RING;317-5902;DRIVE GP-AUXILIARY -LOWER, LH;CCR DRIST;;;
5P-8245;2;1207;WASHER-HARD (13.5X25.5X3-MM THK);317-5902;DRIVE GP-AUXILIARY -LOWER, LH;CCR DRIST;;;
6V-3348;1;1207;SEAL-O-RING;317-5902;DRIVE GP-AUXILIARY -LOWER, LH;CCR DRIST;;;
259-4598;2;1207;SEAL-O-RING;317-5902;DRIVE GP-AUXILIARY -LOWER, LH;CCR DRIST;;;
1W-3862;1;7513;HASP-OIL FILLER;235-0285;FILLER GP-ENGINE OIL;CCR EN&CA;;;
133-5946;1;7513;CAP AS-ENGINE OIL FILLER;235-0285;FILLER GP-ENGINE OIL;CCR EN&CA;;;
193-2120;1;7513;GROMMET;235-0285;FILLER GP-ENGINE OIL;CCR EN&CA;;;
6V-4314;1;7513;SEAL-O-RING;235-0285;FILLER GP-ENGINE OIL;CCR EN&CA;;;
1P-1367;4;1308;PLUNGER (RELIEF VALVE);235-0283;FILTER GP-ENGINE OIL;CCR EN&CA;;;
7G-6713;4;1308;SPRING-MAIN;235-0283;FILTER GP-ENGINE OIL;CCR EN&CA;;;
9Y-8388;3;1308;GASKET;235-0283;FILTER GP-ENGINE OIL;CCR EN&CA;;;
275-2604;4;1308;FILTER-ENGINE OIL (ADVANCED EFFICIENCY);235-0283;FILTER GP-ENGINE OIL;CCR EN&CA;;;
338-8603;1;1308;RING-RETAINING;235-0283;FILTER GP-ENGINE OIL;CCR EN&CA;;;
361-7097;1;1308;RING;235-0283;FILTER GP-ENGINE OIL;CCR EN&CA;;;
109-2332;2;1308;SEAL-O-RING;235-0283;FILTER GP-ENGINE OIL;CCR EN&CA;;;
6V-5048;1;1308;SEAL-O-RING;235-0283;FILTER GP-ENGINE OIL;CCR EN&CA;;;
9Y-8387;4;1308;GASKET;235-0283;FILTER GP-ENGINE OIL;CCR EN&CA;;;
1R-0755;2;1261;FILTER-FUEL (ADVANCED EFFICIENCY);287-6166;FILTER GP-FUEL;CCR EN&CA;;;
6T-3642;1;1261;CIRCUIT BREAKER AS (10-AMPERE);287-6166;FILTER GP-FUEL;CCR EN&CA;;;
9B-7233;2;1261;LOCKWASHER;287-6166;FILTER GP-FUEL;CCR EN&CA;;;
9Y-8389;1;1261;GASKET;287-6166;FILTER GP-FUEL;CCR EN&CA;;;
146-0240;1;1261;SWITCH GP-TOGGLE (LOCKING)(FUEL PRIMING PUMP ON, OFF);287-6166;FILTER GP-FUEL;CCR EN&CA;;;
2K-8198;4;1261;SEAL-O-RING;287-6166;FILTER GP-FUEL;CCR EN&CA;;;
238-5080;2;1261;SEAL-O-RING;287-6166;FILTER GP-FUEL;CCR EN&CA;;;
180-3007;1;1317;CLAMP-HOSE;188-4699;FUMES DISPOSAL GP -RH;CCR DESAR;;;
144-0367;1;1317;CLAMP-HOSE;246-5531;FUMES DISPOSAL GP -LH;CCR DESAR;;;
180-3007;2;1317;CLAMP-HOSE;246-5531;FUMES DISPOSAL GP -LH;CCR DESAR;;;
5P-1294;1;1317;HOSE (69-CM);246-5531;FUMES DISPOSAL GP -LH;CCR DESAR;;;
4F-3765;1;1326;GASKET-SHAFT;453-5631;GAUGE GP-OIL LEVEL (DIPSTICK);CCR EN&CA;;;
4M-2743;2;1326;STUD-TAPERLOCK (3/8-16-THD);453-5631;GAUGE GP-OIL LEVEL (DIPSTICK);CCR EN&CA;;;
388-9942;1;1326;TUBE AS-OIL GAUGE;388-9947;GAUGE GP-OIL LEVEL (DIPSTICK);CCR EN&CA;;;
388-9949;1;1326;GAUGE AS-OIL LEVEL (DIPSTICK);388-9947;GAUGE GP-OIL LEVEL (DIPSTICK);CCR EN&CA;;;
5R-7136;1;1162;WASHER-SEALING;376-3358;GEAR GP-FRONT;CCR DRIST;;;
5R-7137;2;1162;WASHER-SEALING;376-3358;GEAR GP-FRONT;CCR DRIST;;;
7C-3258;1;1162;WASHER AS-THRUST;376-3358;GEAR GP-FRONT;CCR DRIST;;;
127-5400;2;1162;BUSHING;376-3358;GEAR GP-FRONT;CCR DRIST;;;
7N-5246;2;1162;WASHER-THRUST;376-3358;GEAR GP-FRONT;CCR DRIST;;;
140-9597;1;1162;BUSHING;376-3358;GEAR GP-FRONT;CCR DRIST;;;
235-3546;1;1162;SEAL-O-RING;376-3358;GEAR GP-FRONT;CCR DRIST;;;
259-4598;2;1162;SEAL-O-RING;376-3358;GEAR GP-FRONT;CCR DRIST;;;
6V-3348;1;1162;SEAL-O-RING;376-3358;GEAR GP-FRONT;CCR DRIST;;;
101-1365;1;1204;PLATE-THRUST;386-2937;GEAR GP-REAR -CAMSHAFT DRIVE;CCR DRIST;;;
125-9751;1;1204;BUSHING;386-2937;GEAR GP-REAR -CAMSHAFT DRIVE;CCR DRIST;;;
101-1368;2;1204;WASHER-THRUST (19.5X106X1.9-MM THK);386-2937;GEAR GP-REAR -CAMSHAFT DRIVE;CCR DRIST;;;
101-1372;1;1204;BUSHING;386-2937;GEAR GP-REAR -CAMSHAFT DRIVE;CCR DRIST;;;
1P-7115;4;7150;GROMMET AS;306-9947;GUARD GP-DAMPER;CCR DRIST;;;
5P-8245;8;7150;WASHER-HARD (13.5X25.5X3-MM THK);306-9947;GUARD GP-DAMPER;CCR DRIST;;;
030-8535;6;7150;BOLT-LOCKING (3/8-16X0.875-IN);306-9947;GUARD GP-DAMPER;CCR DRIST;;;
5P-1075;6;7150;WASHER-HARD (10.2X22.5X3-MM THK);306-9947;GUARD GP-DAMPER;CCR DRIST;;;
9X-1292;4;1383;ELEMENT AS-JACKET WATER HEATER;7E-6713;HEATER GP-JACKET WATER;CCR BLK;;;
6V-5050;4;1383;SEAL-O-RING;7E-6713;HEATER GP-JACKET WATER;CCR BLK;;;
6N-1604;4;1383;CAP AS-DUST;7E-6713;HEATER GP-JACKET WATER;CCR BLK;;;
7N-4927;1;1393;GASKET-HOUSING COVER;349-5683;HOUSING & REGULATOR GP -OUTLET CONTROL;CCR EN&CA;;;
3S-9643;4;1393;SEAL-LIP TYPE;349-5683;HOUSING & REGULATOR GP -OUTLET CONTROL;CCR EN&CA;;;
111-4374;1;1393;VALVE AS;349-5683;HOUSING & REGULATOR GP -OUTLET CONTROL;CCR EN&CA;;;
248-5513;4;1393;REGULATOR-WATER TEMPERATURE (92-DEG C)(WATER);349-5683;HOUSING & REGULATOR GP -OUTLET CONTROL;CCR EN&CA;;;
2M-9780;2;1393;SEAL-O-RING;349-5683;HOUSING & REGULATOR GP -OUTLET CONTROL;CCR EN&CA;;;
4B-8407;1;1157;GASKET-COPPER;398-3070;HOUSING GP-FLYWHEEL;CCR EN&CA;;;
5P-8245;14;1157;WASHER-HARD (13.5X25.5X3-MM THK);398-3070;HOUSING GP-FLYWHEEL;CCR EN&CA;;;
5P-8247;12;1157;WASHER-HARD (17X32X3.5-MM THK);398-3070;HOUSING GP-FLYWHEEL;CCR EN&CA;;;
7N-3049;1;1162;GASKET;381-0680;HOUSING GP-FRONT;CCR DRIST;;;
228-7089;1;1803;SEAL-O-RING;235-0260;LINES GP-AIR COMPRESSOR;CCR DESAR;;;
108-1434;1;1803;GROMMET;235-0260;LINES GP-AIR COMPRESSOR;CCR DESAR;;;
7V-0916;1;1803;HOSE AS;235-0260;LINES GP-AIR COMPRESSOR;CCR DESAR;;;
7W-9834;1;1803;VALVE-REGULATOR (AIR COMPRESSOR);235-0260;LINES GP-AIR COMPRESSOR;CCR DESAR;;;
8M-7065;1;1803;GASKET (AIR INLET);235-0260;LINES GP-AIR COMPRESSOR;CCR DESAR;;;
166-5117;1;1803;HOSE AS;235-0260;LINES GP-AIR COMPRESSOR;CCR DESAR;;;
283-9092;1;1803;HOSE AS;235-0260;LINES GP-AIR COMPRESSOR;CCR DESAR;;;
1S-0996;1;1803;CLIP;235-0260;LINES GP-AIR COMPRESSOR;CCR DESAR;;;
6D-7128;1;1803;SEAL-O-RING;235-0260;LINES GP-AIR COMPRESSOR;CCR DESAR;;;
8S-0948;4;1803;CLIP;235-0260;LINES GP-AIR COMPRESSOR;CCR DESAR;;;
238-5081;1;1803;SEAL-O-RING;235-0260;LINES GP-AIR COMPRESSOR;CCR DESAR;;;
0S-1591;1;1803;BOLT (3/8-16X1.5-IN);235-0260;LINES GP-AIR COMPRESSOR;CCR DESAR;;;
2W-1635;1;1307;SPRING;235-0284;LINES GP-ENGINE OIL;CCR EN&CA;;;
4W-0530;1;1307;RING-RETAINING;235-0284;LINES GP-ENGINE OIL;CCR EN&CA;;;
4W-0531;2;1307;RETAINER;235-0284;LINES GP-ENGINE OIL;CCR EN&CA;;;
6B-9202;2;1307;SPRING;235-0284;LINES GP-ENGINE OIL;CCR DESAR;;;
124-4273;1;1307;VALVE-BYPASS;235-0284;LINES GP-ENGINE OIL;CCR EN&CA;;;
153-9963;1;1307;RING;235-0284;LINES GP-ENGINE OIL;CCR EN&CA;;;
237-7623;2;1307;SEAL-O-RING;235-0284;LINES GP-ENGINE OIL;CCR DESAR;;;
361-7097;2;1307;RING;235-0284;LINES GP-ENGINE OIL;CCR DESAR;;;
0L-1143;6;1307;BOLT (3/8-16X2.5-IN);235-0284;LINES GP-ENGINE OIL;CCR DESAR;;;
109-2332;2;1307;SEAL-O-RING;235-0284;LINES GP-ENGINE OIL;CCR DESAR;;;
228-7097;1;1307;SEAL-O-RING;235-0284;LINES GP-ENGINE OIL;CCR DESAR;;;
2K-4973;2;1307;LOCKNUT (3/8-16-THD);235-0284;LINES GP-ENGINE OIL;CCR DESAR;;;
269-7885;1;1307;SEAL-O-RING;235-0284;LINES GP-ENGINE OIL;CCR EN&CA;;;
5P-4892;1;1307;SEAL-O-RING;235-0284;LINES GP-ENGINE OIL;CCR EN&CA;;;
5P-5846;1;1307;SEAL-O-RING;235-0284;LINES GP-ENGINE OIL;CCR EN&CA;;;
6J-2244;1;1307;SEAL-O-RING;235-0284;LINES GP-ENGINE OIL;CCR EN&CA;;;
6V-1574;2;1307;GROMMET;235-0284;LINES GP-ENGINE OIL;CCR DESAR;;;
6V-3908;1;1307;SEAL-O-RING;235-0284;LINES GP-ENGINE OIL;CCR DESAR;;;
447-7206;4;1307;SEAL-O-RING;235-0284;LINES GP-ENGINE OIL;CCR DESAR;;;
136-7227;1;1307;SEAL-O-RING;235-0284;LINES GP-ENGINE OIL;CCR DESAR;;;
6V-5048;2;1307;SEAL-O-RING;235-0284;LINES GP-ENGINE OIL;CCR DESAR;;;
6V-6609;1;1307;SEAL-O-RING;235-0284;LINES GP-ENGINE OIL;CCR EN&CA;;;
8C-3107;1;1307;SEAL-O-RING;235-0284;LINES GP-ENGINE OIL;CCR EN&CA;;;
8C-3445;1;1307;CAP-DUST;235-0284;LINES GP-ENGINE OIL;CCR DESAR;;;
8C-3446;1;1307;VALVE-SAMPLING;235-0284;LINES GP-ENGINE OIL;CCR DESAR;;;
108-1434;3;1252;GROMMET;287-5790;LINES GP-FUEL INJECTION;CCR DESAR;;;
4P-0693;6;1252;CLAMP AS;287-5790;LINES GP-FUEL INJECTION;CCR DESAR;;;
7N-6806;4;1252;SEAL-RECTANGULAR;287-5790;LINES GP-FUEL INJECTION;CCR DESAR;;;
9N-4053;1;1252;SPRING;287-5790;LINES GP-FUEL INJECTION;CCR DESAR;;;
238-5081;5;1252;SEAL-O-RING;287-5790;LINES GP-FUEL INJECTION;CCR EN&CA;;;
214-7568;32;1252;SEAL-O-RING;287-5790;LINES GP-FUEL INJECTION;CCR EN.CLT;;;
214-7566;1;1252;SEAL-O-RING;287-5790;LINES GP-FUEL INJECTION;CCR DESAR;;;
238-5080;1;1252;SEAL-O-RING;287-5790;LINES GP-FUEL INJECTION;CCR DESAR;;;
147-3745;8;1274;WASHER-RETAINING;156-9755;MANIFOLD GP-FUEL -RH;CCR DESAR;;;
100-3237;16;1274;GROMMET;156-9755;MANIFOLD GP-FUEL -RH;CCR DESAR;;;
9N-0869;8;1274;WASHER-HARD (8.8X25.5X2-MM THK);156-9755;MANIFOLD GP-FUEL -RH;CCR DESAR;;;
147-3745;8;1274;WASHER-RETAINING;156-9756;MANIFOLD GP-FUEL -LH;CCR DESAR;;;
100-3237;16;1274;GROMMET;156-9756;MANIFOLD GP-FUEL -LH;CCR DESAR;;;
9N-0869;8;1274;WASHER-HARD (8.8X25.5X2-MM THK);156-9756;MANIFOLD GP-FUEL -LH;CCR DESAR;;;
420-1796;1;1251;VALVE-CHECK;420-1795;VALVE GP-CHECK -FUEL;;;;
238-5080;1;1251;SEAL-O-RING;420-1795;VALVE GP-CHECK -FUEL;;;;
6V-5043;2;1071;SEAL-O-RING;303-2279;LINES GP-TURBOCHARGER AIR;CCR EN&CA;;;
7N-5080;16;1071;GASKET-MANIFOLD;303-2279;LINES GP-TURBOCHARGER AIR;CCR EN&CA;;;
109-7411;4;1071;SEAL-O-RING;303-2279;LINES GP-TURBOCHARGER AIR;CCR EN&CA;;;
217-7088;4;1071;HOSE;303-2279;LINES GP-TURBOCHARGER AIR;CCR EN&CA;;;
216-2211;16;1071;CLAMP;303-2279;LINES GP-TURBOCHARGER AIR;CCR EN&CA;;;
270-1820;3;1071;SEAL-O-RING;303-2279;LINES GP-TURBOCHARGER AIR;CCR EN&CA;;;
3E-4352;4;1071;WASHER-HARD (8.8X20.5X2.5-MM THK);303-2279;LINES GP-TURBOCHARGER AIR;CCR EN&CA;;;
4S-5898;16;1071;SEAL-O-RING;303-2279;LINES GP-TURBOCHARGER AIR;CCR EN.CLT;;;
6V-1943;8;1071;BOLT-HIGH TEMPERATURE (3/8-16X1.125-IN);303-2279;LINES GP-TURBOCHARGER AIR;CCR EN.CLT;;;
6V-3917;8;1071;SEAL-O-RING;303-2279;LINES GP-TURBOCHARGER AIR;CCR EN&CA;;;
