Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
0;;3TZ;100-8094;;;;
;;;;;;;
Part No.;Qty;Type;SMCS;Part Name;Group No.;Group Name;Note
9X-0352;16;;1123;RECEPTACLE AS-CONNECTOR (2-PIN);370-9889;VALVE MECHANISM GP;CCR EN.CLT
127-8269;4;;1059;SEAL-EXHAUST;381-4959;MANIFOLD GP-EXHAUST;CCR EN.CLT
203-2143;8;;1059;SLEEVE (EXHAUST MANIFOLD);381-4959;MANIFOLD GP-EXHAUST;CCR EN.CLT
2N-2766;16;;1059;LOCKNUT (3/8-16-THD);381-4959;MANIFOLD GP-EXHAUST;CCR EN.CLT
320-8974;4;;1059;GASKET-EXHAUST MANIFOLD;381-4959;MANIFOLD GP-EXHAUST;CCR EN.CLT
5M-2894;8;;1059;WASHER-HARD (10.2X18.5X2.5-MM THK);381-4959;MANIFOLD GP-EXHAUST;CCR EN.CLT
5P-3345;16;;1059;BOLT (3/8-16X3-IN);381-4959;MANIFOLD GP-EXHAUST;CCR EN.CLT
5P-3875;12;;1059;BOLT (3/8-16X2.75-IN);381-4959;MANIFOLD GP-EXHAUST;CCR EN.CLT
5P-3961;4;;1059;BOLT (3/8-16X2.5-IN);381-4959;MANIFOLD GP-EXHAUST;CCR EN.CLT
127-8269;4;;1059;SEAL-EXHAUST;381-4960;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT
203-2143;8;;1059;SLEEVE (EXHAUST MANIFOLD);381-4960;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT
2N-2766;16;;1059;LOCKNUT (3/8-16-THD);381-4960;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT
320-8974;4;;1059;GASKET-EXHAUST MANIFOLD;381-4960;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT
5P-3345;16;;1059;BOLT (3/8-16X3-IN);381-4960;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT
5P-3875;16;;1059;BOLT (3/8-16X2.75-IN);381-4960;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT
