Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
0;;4319497;;;;;
;;;;;;;
Part No.;Qty;Type;SMCS;Part Name;Group No.;Group Name;Note
8T-4121;3;;1405;WASHER-HARD (11X21X2.5-MM THK);227-3503;;CCRTU&EL
8Y-9603;1;;1453;CABLE AS-STARTING MOTOR;331-6081;;CCRTU&EL
303-2004;1;;1453;GASKET;331-6081;;CCRTU&EL
258-9892;2;;1802;BOLT (M8X1.25X80-MM);275-6470;;CCR DESAR
8T-4224;4;;1802;WASHER-HARD (8.8X16X2-MM THK);275-6470;;CCR DESAR
130-5300;1;;1802;CLIP;275-6470;;CCR DESAR
1B-3867;2;;1313;BALL BEARING;133-9907;;CCR DESAR
9X-2038;3;;1313;WASHER (7X19X2-MM THK);133-9907;;CCR DESAR
1H-8647;1;;1313;RING-SNAP;133-9907;;CCR DESAR
2N-8109;1;;1317;CLAMP (V-BAND);234-2916;;CCR DESAR
162-2266;1;;1317;BREATHER AS (CRANKCASE);234-2916;;CCR DESAR
6V-3831;1;;1317;SEAL-O-RING;234-2916;;CCR DESAR
8T-4896;40;;1302;WASHER-HARD (10.2X18.5X2.5-MM THK);271-5761;;CCR DESAR
565-8021;2;;1302;GASKET (ENGINE OIL PAN);271-5761;;CCR DESAR MO-SM
213-0677;1;;1302;SWITCH AS-LIQUID LEVEL (ENGINE OIL);271-5761;;CCR DESAR
102-8802;1;;1302;KIT-RECEPTACLE (2-PIN);271-5761;;CCR DESAR
238-5082;1;;1302;SEAL-O-RING;271-5761;;CCR DESAR
5M-2894;3;;1302;WASHER-HARD (10.2X18.5X2.5-MM THK);271-5761;;CCR DESAR
6V-3830;1;;1302;SEAL-O-RING;271-5761;;CCR DESAR
133-7023;1;;1205;PULLEY AS-IDLER;221-3705;;CCR DESAR
166-6358;2;;1205;COVER-DUST;221-3705;;CCR DESAR
289-6304;2;;1205;PULLEY AS-IDLER;221-3705;;CCR DESAR
347-7963;1;;1205;TENSIONER-BELT;221-3705;;CCR DESAR
243-1276;1;;1205;BELT-SERPENTINE;221-3705;;CCR DESAR
8T-4121;1;;1205;WASHER-HARD (11X21X2.5-MM THK);221-3705;;CCR DESAR
157-0670;1;;1000;CAP-DUST (ENGINE COOLANT);235-5941;;CCR DESAR
238-5082;1;;1000;SEAL-O-RING;235-5941;;CCR DESAR
3J-7354;1;;1000;SEAL-O-RING;235-5941;;CCR DESAR
154-9023;1;;1000;VALVE-SAMPLING;235-5941;;CCR DESAR
9M-2904;1;;1317;CLAMP-HOSE;241-6325;;CCR DESAR
236-9862;1;;1317;HOSE-DISPOSAL (FUMES);241-6325;;CCR DESAR
4D-7388;1;;1317;CLIP (LOOP);241-6325;;CCR DESAR
8T-4896;1;;1317;WASHER-HARD (10.2X18.5X2.5-MM THK);241-6325;;CCR DESAR
7D-7233;1;;1317;CLIP (LOOP);241-6325;;CCR DESAR
165-6170;3;;1326;PLUG;224-6830;;CCR DESAR
0S-1591;1;;1326;BOLT (3/8-16X1.5-IN);224-6830;;CCR DESAR
118-5068;1;;1326;SEAL-O-RING;224-6830;;CCR DESAR
353-7957;1;;1326;GROMMET;224-6830;;CCR DESAR
5M-2894;1;;1326;WASHER-HARD (10.2X18.5X2.5-MM THK);224-6830;;CCR DESAR
357-0351;4;;1059;STUD-TAPERLOCK (M10X1.5X60-MM)(HIGH TEMPERAT;220-6372;;CCR DESAR
106-1792;12;;1059;STUD-TAPERLOCK (3/8-16X4-IN)(HIGH TEMPERATUR;220-6372;;CCR DESAR
2N-2766;12;;1059;LOCKNUT (3/8-16-THD);220-6372;;CCR DESAR
8M-9315;2;;1157;BUSHING;351-0059;;CCR DESAR
214-7568;1;;1157;SEAL-O-RING;351-0059;;CCR DESAR
214-7566;1;;1157;SEAL-O-RING;351-0059;;CCR DESAR
238-5080;1;;1157;SEAL-O-RING;351-0059;;CCR DESAR
214-7567;1;;1157;SEAL-O-RING;351-0059;;CCR DESAR
238-5080;1;;1157;SEAL-O-RING;7E-8996;;CCR DESAR
5P-8245;9;;1157;WASHER-HARD (13.5X25.5X3-MM THK);7E-8996;;CCR DESAR
149-5268;1;;1162;STUD-TAPERLOCK;221-1428;;CCR DESAR
4M-8547;1;;1162;STUD-TAPERLOCK;221-1428;;CCR DESAR
5P-8245;2;;1162;WASHER-HARD (13.5X25.5X3-MM THK);221-1428;;CCR DESAR
5M-2894;2;;1201;WASHER-HARD (10.2X18.5X2.5-MM THK);107-6736;;CCR BLK
4N-0699;1;;1201;GASKET;107-6736;;CCR BLK
5M-2894;2;;1201;WASHER-HARD (10.2X18.5X2.5-MM THK);107-6737;;CCR BLK
4N-0699;1;;1201;GASKET;107-6737;;CCR BLK
117-8801;1;;1201;SEAL-O-RING;229-5519;;CCR BLK
214-7566;1;;1201;SEAL-O-RING;229-5519;;CCR BLK
238-5080;1;;1201;SEAL-O-RING;229-5519;;CCR BLK
6V-6609;1;;1201;SEAL-O-RING;229-5519;;CCR BLK
5P-8245;2;;1201;WASHER-HARD (13.5X25.5X3-MM THK);229-5519;;CCR BLK
8T-8737;8;;1408;PLUG-SEAL;235-8200;;CCR TU&EL
3S-2093;1;;1408;STRAP-CABLE;235-8200;;CCR TU&EL
8T-9655;8;;1901;MOUNT-ISOLATION;229-5509;;CCR TU&EL
5L-3708;2;;1901;STUD-TAPERLOCK (5/16-18X1.28-IN);229-5509;;CCR TU&EL
232-1693;1;;1901;BOLT-FLANGE HEAD (M6X1X35-MM);229-5509;;CCR TU&EL
9M-1974;7;;1901;WASHER-HARD (8.8X16X2-MM THK);229-5509;;CCR TU&EL
9N-0869;4;;1901;WASHER-HARD (8.8X25.5X2-MM THK);229-5509;;CCR TU&EL
234-5012;1;;1907;SENSOR GP-TEMPERATURE (COOLANT);354-0041;;CCR TU&EL
234-5013;1;;1907;SENSOR GP-TEMPERATURE (INTAKE AIR MANIFOLD);354-0041;;CCR TU&EL
276-8548;1;;1907;SENSOR GP-PRESSURE (ATMOSPHERIC AIR);354-0041;;CCR TU&EL
274-6719;1;;1907;SENSOR GP-PRESSURE (ENGINE OIL);354-0041;;CCR TU&EL
0S-1591;1;;1907;BOLT (3/8-16X1.5-IN);354-0041;;CCR TU&EL
214-7566;2;;1907;SEAL-O-RING;354-0041;;CCR TU&EL
9M-1974;2;;1907;WASHER-HARD (8.8X16X2-MM THK);354-0041;;CCR TU&EL
214-7568;1;;1907;SEAL-O-RING;354-0041;;CCR TU&EL
3P-1155;1;;1907;SEAL-O-RING;354-0041;;CCR TU&EL
5M-2894;1;;1907;WASHER-HARD (10.2X18.5X2.5-MM THK);354-0041;;CCR TU&EL
5M-2894;1;;1924;WASHER-HARD (10.2X18.5X2.5-MM THK);332-6780;;CCR TU&EL
6V-3683;1;;1924;SEAL-O-RING;332-6780;;CCR TU&EL
214-7566;1;;1924;SEAL-O-RING;332-6780;;CCR TU&EL
8J-4351;1;;1924;SEAL-O-RING;332-6780;;CCR TU&EL
425-0289;1;;1408;HARNESS AS-WIRING;425-0289;;CCR TU&EL
8T-8737;3;;1408;PLUG-SEAL;425-0289;;CCR TU&EL
123-3202;6;;1408;STRAP-CABLE;278-5662;;CCR TU&EL
6V-0128;1;;1408;SEAL-CONNECTOR;278-5662;;CCR TU&EL
7E-6508;6;;1408;CAP AS;278-5662;;CCR TU&EL
9L-8925;14;;1408;BOLT (5/16-18X1.25-IN);278-5662;;CCR TU&EL
122-1472;1;;1408;BOLT (5/16-18X2.36-IN);278-5662;;CCR TU&EL
425-0289;1;;1408;HARNESS AS-WIRING;278-5662;;CCR TU&EL
326-4512;6;;1408;MOUNTING-CABLE TIE;278-5662;;CCR TU&EL
272-0390;1;;1408;SEAL;278-5662;;CCR TU&EL
5P-0537;2;;1408;WASHER-HARD (7.2X14.5X2-MM THK);278-5662;;CCR TU&EL
3S-2093;24;;1408;STRAP-CABLE;365-1280;;CCR TU&EL
104-6202;2;;1408;CLIP (LADDER);365-1280;;CCR TU&EL
132-5789;1;;1408;CLIP (LADDER);365-1280;;CCR TU&EL
4P-7429;1;;1408;CLIP (LADDER);365-1280;;CCR TU&EL
4P-7581;3;;1408;CLIP (LADDER);365-1280;;CCR TU&EL
4P-7582;1;;1408;CLIP (LADDER);365-1280;;CCR TU&EL
4P-8134;7;;1408;CLIP (LADDER);365-1280;;CCR TU&EL
5M-2894;4;;1408;WASHER-HARD (10.2X18.5X2.5-MM THK);365-1280;;CCR TU&EL
5P-8247;3;;1408;WASHER-HARD (17X32X3.5-MM THK);365-1280;;CCR TU&EL
5P-8245;1;;1408;WASHER-HARD (13.5X25.5X3-MM THK);365-1280;;CCR TU&EL
1V-6341;1;;1907;SEAL;171-8963;;CCR TU&EL
318-1181;1;;1907;SENSOR GP-SPEED (MAGNETIC)(ENGINE);171-8963;;CCR TU&EL
228-4947;1;;1907;SEAL-O-RING;300-9804;;CCR TU&EL
279-9830;1;;1907;SENSOR GP-SPEED (TIMING, CAMSHAFT);300-9804;;CCR TU&EL
318-1181;1;;1907;SENSOR GP-SPEED;318-1181;;CCR TU&EL
171-5349;1;;1907;STRAP-MARKER;318-1181;;CCR TU&EL
102-8802;1;;1907;KIT-RECEPTACLE (2-PIN);318-1181;;CCR TU&EL
228-4947;1;;1907;SEAL-O-RING;214-2484;;CCR TU&EL
191-8303;1;;1907;SENSOR GP-SPEED (LOW OUTPUT);214-2484;;CCR TU&EL
137-6645;1;;1907;PAD-CONNECTOR (CONNECTOR);214-2484;;CCR TU&EL
274-6717;1;;1924;SENSOR-PRESSURE;276-8548;;CCR TU&EL
214-7568;1;;1924;SEAL-O-RING;276-8548;;CCR TU&EL
274-6718;1;;1924;SENSOR GP-PRESSURE;249-0096;;CCR TU&EL
214-7566;1;;1924;SEAL-O-RING;249-0096;;CCR TU&EL
256-6453;1;;1922;SENSOR-TEMPERATURE (2-PIN);234-5012;;CCR TU&EL MO-SM
6V-6609;1;;1922;SEAL-O-RING;234-5012;;CCR TU&EL
354-0049;1;;1408;HARNESS AS-ENGINE;354-0049;;CCR TU&EL
211-6807;1;;1408;COVER-CONNECTOR;354-0049;;CCR TU&EL
102-8802;1;;1408;KIT-RECEPTACLE (2-PIN);354-0049;;CCR TU&EL
264-7029;1;;1408;SEAL-CONNECTOR;354-0049;;CCR TU&EL
264-7030;2;;1408;SEAL-CONNECTOR;354-0049;;CCR TU&EL
288-7324;1;;1408;SEAL-CONNECTOR;354-0049;;CCR TU&EL
8T-8737;93;;1408;PLUG-SEAL;354-0049;;CCR TU&EL
3S-2093;1;;1408;STRAP-CABLE;354-0049;;CCR TU&EL
527-5395;1;;1408;HARNESS AS-CONTROL;365-1280;WIRING GP-ENGINE;CCR TU&EL
